DIRECTORY;cvc4_cbqi;cvc4_default;cvc4_fmf;cvc4_tplanes;cvc4_tplanes_cbqi;cvc4_tplanes_fmf
BENCHMARK;STAT;SLVD;SAT;UNSAT;CPU[s];STAT;SLVD;SAT;UNSAT;CPU[s];STAT;SLVD;SAT;UNSAT;CPU[s];STAT;SLVD;SAT;UNSAT;CPU[s];STAT;SLVD;SAT;UNSAT;CPU[s];STAT;SLVD;SAT;UNSAT;CPU[s]
partial-int_check_bvule_bvlshr1_rtl.smt2;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0
partial-int_check_bvule_bvmul_ltr.smt2;ok;1;0;1;0.16;ok;1;0;1;0.45;mo;0;0;0;3238.8;ok;1;0;1;0.47;ok;1;0;1;0.15;mo;0;0;0;3276.13
partial-int_check_bvule_bvmul_rtl.smt2;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0
partial-int_check_bvule_bvneg_ltr.smt2;ok;1;0;1;2.09;ok;1;0;1;0.4;mo;0;0;0;3069.73;ok;1;0;1;0.37;ok;1;0;1;2.01;mo;0;0;0;3150.31
partial-int_check_bvule_bvneg_rtl.smt2;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0
partial-int_check_bvule_bvnot_ltr.smt2;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0
partial-int_check_bvule_bvnot_rtl.smt2;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0
partial-int_check_bvule_bvor_ltr.smt2;to;0;0;0;10800.03;ok;0;0;0;0.08;mo;0;0;0;3280.03;ok;0;0;0;0.07;to;0;0;0;10800.1;mo;0;0;0;3323.87
partial-int_check_bvule_bvor_rtl.smt2;to;0;0;0;10757.19;ok;0;0;0;4.02;to;0;0;0;10800.09;ok;0;0;0;4.14;to;0;0;0;10760.94;to;0;0;0;10800.15
partial-int_check_bvule_bvshl0_ltr.smt2;ok;1;0;1;0.15;ok;1;0;1;0.42;mo;0;0;0;3370.22;ok;1;0;1;0.44;ok;1;0;1;0.16;mo;0;0;0;3255.45
partial-int_check_bvule_bvshl0_rtl.smt2;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0
partial-int_check_bvule_bvshl1_ltr.smt2;to;0;0;0;10800.07;ok;0;0;0;1.04;mo;0;0;0;3280.61;ok;0;0;0;0.98;to;0;0;0;10789.71;mo;0;0;0;3223.77
partial-int_check_bvule_bvshl1_rtl.smt2;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0
partial-int_check_bvule_bvudiv0_ltr.smt2;ok;1;0;1;311.91;ok;1;0;1;7.73;mo;0;0;0;3253.43;ok;1;0;1;7.38;ok;1;0;1;321.01;mo;0;0;0;3270.62
partial-int_check_bvule_bvudiv0_rtl.smt2;to;0;0;0;10800.01;ok;0;0;0;24.17;mo;0;0;0;3878.04;ok;0;0;0;24.23;to;0;0;0;10800.07;mo;0;0;0;4478.69
partial-int_check_bvule_bvudiv1_ltr.smt2;ok;1;0;1;63.09;ok;1;0;1;0.72;ok;1;0;1;19.62;ok;1;0;1;0.69;ok;1;0;1;62.46;ok;1;0;1;19.91
partial-int_check_bvule_bvudiv1_rtl.smt2;to;0;0;0;10800.08;ok;0;0;0;0.83;mo;0;0;0;9551.69;ok;0;0;0;0.92;to;0;0;0;10800.08;mo;0;0;0;10606.66
partial-int_check_bvule_bvurem0_ltr.smt2;ok;1;0;1;3.77;ok;1;0;1;0.33;ok;1;0;1;0.08;ok;1;0;1;0.31;ok;1;0;1;3.85;ok;1;0;1;0.07
partial-int_check_bvule_bvurem0_rtl.smt2;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0
partial-int_check_bvule_bvurem1_ltr.smt2;ok;1;0;1;3.84;ok;1;0;1;0.29;ok;1;0;1;0.08;ok;1;0;1;0.26;ok;1;0;1;3.83;ok;1;0;1;0.07
partial-int_check_bvule_bvurem1_rtl.smt2;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0
partial-int_check_bvult_bvadd_ltr.smt2;ok;1;0;1;41.33;ok;1;0;1;0.41;mo;0;0;0;3159.45;ok;1;0;1;0.42;ok;1;0;1;41.12;mo;0;0;0;3192.41
partial-int_check_bvult_bvadd_rtl.smt2;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0
partial-int_check_bvult_bvand_ltr.smt2;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0
partial-int_check_bvult_bvand_rtl.smt2;to;0;0;0;10800.1;ok;0;0;0;0.14;mo;0;0;0;3464.83;ok;0;0;0;0.16;to;0;0;0;10800.06;mo;0;0;0;3490.62
partial-int_check_bvult_bvashr0_ltr.smt2;ok;1;0;1;170.45;ok;1;0;1;4.76;mo;0;0;0;2968.99;ok;1;0;1;4.72;ok;1;0;1;168.72;mo;0;0;0;3306.07
partial-int_check_bvult_bvashr0_rtl.smt2;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0
partial-int_check_bvult_bvashr1_ltr.smt2;to;0;0;0;10800.04;ok;0;0;0;798.4;mo;0;0;0;5795.39;ok;0;0;0;791.11;to;0;0;0;10783.71;mo;0;0;0;6233.99
partial-int_check_bvult_bvashr1_rtl.smt2;ok;1;0;1;30.21;ok;1;0;1;19.63;mo;0;0;0;2766.44;ok;1;0;1;19.2;ok;1;0;1;30.93;mo;0;0;0;2715.06
partial-int_check_bvult_bvlshr0_ltr.smt2;to;0;0;0;10747.23;to;0;0;0;10792.73;mo;0;0;0;3294.99;to;0;0;0;10786.64;to;0;0;0;10800.04;mo;0;0;0;3291.27
partial-int_check_bvult_bvlshr0_rtl.smt2;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0
partial-int_check_bvult_bvlshr1_ltr.smt2;to;0;0;0;10800.03;to;0;0;0;10800.03;mo;0;0;0;2755.14;to;0;0;0;10800.05;to;0;0;0;10800.09;mo;0;0;0;3271.37
partial-int_check_bvult_bvlshr1_rtl.smt2;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0
partial-int_check_bvult_bvmul_ltr.smt2;ok;1;0;1;0.16;ok;1;0;1;0.23;mo;0;0;0;2990.79;ok;1;0;1;0.22;ok;1;0;1;0.16;mo;0;0;0;3262.96
partial-int_check_bvult_bvmul_rtl.smt2;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0
partial-int_check_bvult_bvneg_ltr.smt2;ok;1;0;1;2.05;ok;1;0;1;0.18;mo;0;0;0;3191.66;ok;1;0;1;0.22;ok;1;0;1;2.11;mo;0;0;0;3187.23
partial-int_check_bvult_bvneg_rtl.smt2;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0
partial-int_check_bvult_bvnot_ltr.smt2;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0
partial-int_check_bvult_bvnot_rtl.smt2;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0
partial-int_check_bvult_bvor_ltr.smt2;to;0;0;0;10800.05;ok;0;0;0;2.77;mo;0;0;0;2773.61;ok;0;0;0;2.78;to;0;0;0;10800.04;mo;0;0;0;3262.61
partial-int_check_bvult_bvor_rtl.smt2;to;0;0;0;10800.08;ok;0;0;0;0.22;mo;0;0;0;9996.78;ok;0;0;0;0.15;to;0;0;0;10800.04;mo;0;0;0;10609.31
partial-int_check_bvult_bvshl0_ltr.smt2;ok;1;0;1;0.18;ok;1;0;1;0.26;mo;0;0;0;3274.29;ok;1;0;1;0.23;ok;1;0;1;0.19;mo;0;0;0;3336.0
partial-int_check_bvult_bvshl0_rtl.smt2;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0
partial-int_check_bvult_bvshl1_ltr.smt2;to;0;0;0;10800.07;ok;0;0;0;0.5;mo;0;0;0;3311.06;ok;0;0;0;0.6;to;0;0;0;10800.01;mo;0;0;0;3389.86
partial-int_check_bvult_bvshl1_rtl.smt2;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0
partial-int_check_bvult_bvudiv0_ltr.smt2;ok;1;0;1;0.46;ok;1;0;1;0.23;ok;1;0;1;0.0;ok;1;0;1;0.25;ok;1;0;1;0.47;ok;1;0;1;0.0
partial-int_check_bvult_bvudiv0_rtl.smt2;ok;1;0;1;3.02;ok;1;0;1;0.92;ok;1;0;1;0.06;ok;1;0;1;0.96;ok;1;0;1;3.16;ok;1;0;1;0.07
partial-int_check_bvult_bvudiv1_ltr.smt2;ok;1;0;1;52.95;ok;1;0;1;1.16;ok;1;0;1;19.95;ok;1;0;1;1.24;ok;1;0;1;52.68;ok;1;0;1;19.58
partial-int_check_bvult_bvudiv1_rtl.smt2;to;0;0;0;10758.99;ok;0;0;0;27.68;mo;0;0;0;9148.15;ok;0;0;0;27.54;to;0;0;0;10745.73;mo;0;0;0;10083.99
partial-int_check_bvult_bvurem0_ltr.smt2;ok;1;0;1;7.76;ok;1;0;1;0.33;ok;1;0;1;0.09;ok;1;0;1;0.41;ok;1;0;1;7.7;ok;1;0;1;0.13
partial-int_check_bvult_bvurem0_rtl.smt2;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0
partial-int_check_bvult_bvurem1_ltr.smt2;ok;1;0;1;7.78;ok;1;0;1;0.4;ok;1;0;1;0.07;ok;1;0;1;0.33;ok;1;0;1;7.79;ok;1;0;1;0.08
partial-int_check_bvult_bvurem1_rtl.smt2;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0
partial-int_check_eq_bvadd_ltr.smt2;to;0;0;0;10800.05;ok;1;0;1;5.93;mo;0;0;0;3022.62;ok;1;0;1;5.66;to;0;0;0;10800.06;mo;0;0;0;3170.67
partial-int_check_eq_bvadd_rtl.smt2;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0
partial-int_check_eq_bvand_ltr.smt2;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0
partial-int_check_eq_bvand_rtl.smt2;to;0;0;0;10800.07;ok;0;0;0;0.58;mo;0;0;0;3622.21;ok;0;0;0;0.53;to;0;0;0;10800.02;mo;0;0;0;3651.55
partial-int_check_eq_bvashr0_ltr.smt2;to;0;0;0;10800.04;ok;0;0;0;14.79;mo;0;0;0;3409.35;ok;0;0;0;14.43;to;0;0;0;10800.1;mo;0;0;0;3339.76
partial-int_check_eq_bvashr0_rtl.smt2;to;0;0;0;10800.08;to;0;0;0;10800.01;mo;0;0;0;2771.95;to;0;0;0;10800.01;to;0;0;0;10800.04;mo;0;0;0;2639.14
partial-int_check_eq_bvashr1_ltr.smt2;to;0;0;0;10800.07;ok;0;0;0;0.37;mo;0;0;0;3321.04;ok;0;0;0;0.36;to;0;0;0;10794.23;mo;0;0;0;3245.77
partial-int_check_eq_bvashr1_rtl.smt2;mo;0;0;0;9250.5;ok;0;0;0;0.31;mo;0;0;0;2449.75;ok;0;0;0;0.37;mo;0;0;0;9198.64;mo;0;0;0;2614.43
partial-int_check_eq_bvlshr0_ltr.smt2;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0
partial-int_check_eq_bvlshr0_rtl.smt2;ok;1;0;1;215.3;ok;1;0;1;63.33;mo;0;0;0;2531.21;ok;1;0;1;65.08;ok;1;0;1;212.09;mo;0;0;0;2583.62
partial-int_check_eq_bvlshr1_ltr.smt2;mo;0;0;0;10267.42;mo;0;0;0;981.85;mo;0;0;0;3129.3;mo;0;0;0;968.39;mo;0;0;0;10223.15;mo;0;0;0;3259.56
partial-int_check_eq_bvlshr1_rtl.smt2;to;0;0;0;10800.03;ok;1;0;1;9.77;mo;0;0;0;2666.26;ok;1;0;1;10.1;to;0;0;0;10796.34;mo;0;0;0;2663.87
partial-int_check_eq_bvmul_ltr.smt2;mo;0;0;0;957.07;mo;0;0;0;1162.83;mo;0;0;0;3236.68;mo;0;0;0;1150.8;mo;0;0;0;959.1;mo;0;0;0;3251.17
partial-int_check_eq_bvmul_rtl.smt2;to;0;0;0;10800.09;ok;0;0;0;1.4;mo;0;0;0;4234.2;ok;0;0;0;1.46;to;0;0;0;10800.05;mo;0;0;0;4887.28
partial-int_check_eq_bvneg_ltr.smt2;ok;1;0;1;60.11;ok;1;0;1;0.89;mo;0;0;0;2776.69;ok;1;0;1;0.89;ok;1;0;1;60.81;mo;0;0;0;3240.52
partial-int_check_eq_bvneg_rtl.smt2;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0
partial-int_check_eq_bvnot_ltr.smt2;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0
partial-int_check_eq_bvnot_rtl.smt2;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0
partial-int_check_eq_bvor_ltr.smt2;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0
partial-int_check_eq_bvor_rtl.smt2;to;0;0;0;10800.08;ok;0;0;0;0.22;mo;0;0;0;3742.97;ok;0;0;0;0.17;to;0;0;0;10800.05;mo;0;0;0;3939.79
partial-int_check_eq_bvshl0_ltr.smt2;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0
partial-int_check_eq_bvshl0_rtl.smt2;to;0;0;0;10789.27;to;0;0;0;10800.03;mo;0;0;0;2525.18;to;0;0;0;10800.04;to;0;0;0;10800.06;mo;0;0;0;2571.17
partial-int_check_eq_bvshl1_ltr.smt2;mo;0;0;0;3792.05;to;0;0;0;10800.03;mo;0;0;0;3279.21;to;0;0;0;10800.03;mo;0;0;0;3763.58;mo;0;0;0;3181.21
partial-int_check_eq_bvshl1_rtl.smt2;to;0;0;0;10800.04;ok;1;0;1;89.86;mo;0;0;0;2624.25;ok;1;0;1;89.01;to;0;0;0;10800.01;mo;0;0;0;2624.89
partial-int_check_eq_bvudiv0_ltr.smt2;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0
partial-int_check_eq_bvudiv0_rtl.smt2;ok;1;0;1;6971.59;ok;1;0;1;41.75;mo;0;0;0;2628.64;ok;1;0;1;40.55;ok;1;0;1;6947.09;mo;0;0;0;2650.51
partial-int_check_eq_bvudiv1_ltr.smt2;to;0;0;0;10800.1;to;0;0;0;10800.16;to;0;0;0;10800.07;to;0;0;0;10800.1;to;0;0;0;10793.31;to;0;0;0;10734.08
partial-int_check_eq_bvudiv1_rtl.smt2;to;0;0;0;10800.02;ok;0;0;0;26.97;mo;0;0;0;6905.46;to;0;0;0;10800.01;to;0;0;0;10800.05;mo;0;0;0;7804.38
partial-int_check_eq_bvurem0_ltr.smt2;ok;1;0;1;32.11;ok;1;0;1;1.32;mo;0;0;0;3148.89;ok;1;0;1;1.32;ok;1;0;1;32.42;mo;0;0;0;3179.44
partial-int_check_eq_bvurem0_rtl.smt2;ok;1;0;1;1.12;ok;1;0;1;0.38;mo;0;0;0;2633.09;ok;1;0;1;0.38;ok;1;0;1;1.17;mo;0;0;0;2671.59
partial-int_check_eq_bvurem1_ltr.smt2;to;0;0;0;10800.02;ok;0;0;0;3.58;mo;0;0;0;187.72;ok;0;0;0;3.42;to;0;0;0;10800.03;mo;0;0;0;182.83
partial-int_check_eq_bvurem1_rtl.smt2;to;0;0;0;10800.06;ok;0;0;0;0.2;mo;0;0;0;3214.21;ok;0;0;0;0.24;to;0;0;0;10800.05;mo;0;0;0;3524.0
partial-int_check_ne_bvadd_ltr.smt2;to;0;0;0;10800.07;to;0;0;0;10800.06;mo;0;0;0;3156.69;to;0;0;0;10800.03;to;0;0;0;10800.07;mo;0;0;0;3154.1
partial-int_check_ne_bvadd_rtl.smt2;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0
partial-int_check_ne_bvand_ltr.smt2;to;0;0;0;10800.01;ok;0;0;0;2447.31;mo;0;0;0;2735.33;ok;0;0;0;4678.11;to;0;0;0;10800.07;mo;0;0;0;3234.77
partial-int_check_ne_bvand_rtl.smt2;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0
partial-int_check_ne_bvashr0_ltr.smt2;to;0;0;0;10800.06;ok;1;0;1;4975.14;mo;0;0;0;2663.66;ok;1;0;1;4847.7;to;0;0;0;10800.04;mo;0;0;0;3250.89
partial-int_check_ne_bvashr0_rtl.smt2;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0
partial-int_check_ne_bvashr1_ltr.smt2;to;0;0;0;10800.03;to;0;0;0;10800.05;to;0;0;0;10800.06;to;0;0;0;10800.06;to;0;0;0;10800.04;to;0;0;0;10800.06
partial-int_check_ne_bvashr1_rtl.smt2;ok;1;0;1;10.66;ok;1;0;1;7.1;mo;0;0;0;2705.0;ok;1;0;1;7.37;ok;1;0;1;11.12;mo;0;0;0;2787.06
partial-int_check_ne_bvlshr0_ltr.smt2;ok;1;0;1;808.27;ok;1;0;1;7.76;mo;0;0;0;3253.07;ok;1;0;1;7.83;ok;1;0;1;810.34;mo;0;0;0;3118.38
partial-int_check_ne_bvlshr0_rtl.smt2;ok;1;0;1;2.69;ok;1;0;1;0.33;mo;0;0;0;2617.18;ok;1;0;1;0.27;ok;1;0;1;2.89;mo;0;0;0;2670.91
partial-int_check_ne_bvlshr1_ltr.smt2;to;0;0;0;10800.07;ok;0;0;0;3342.36;mo;0;0;0;3799.94;ok;0;0;0;4594.92;to;0;0;0;10800.02;to;0;0;0;10800.03
partial-int_check_ne_bvlshr1_rtl.smt2;ok;1;0;1;2.19;ok;1;0;1;0.48;mo;0;0;0;2703.94;ok;1;0;1;0.42;ok;1;0;1;2.22;mo;0;0;0;2721.9
partial-int_check_ne_bvmul_ltr.smt2;to;0;0;0;10800.03;ok;0;0;0;41.24;mo;0;0;0;3369.13;ok;0;0;0;39.68;to;0;0;0;10800.06;mo;0;0;0;3349.5
partial-int_check_ne_bvmul_rtl.smt2;ok;1;0;1;0.0;ok;1;0;1;0.04;mo;0;0;0;2667.38;ok;1;0;1;0.0;ok;1;0;1;0.0;mo;0;0;0;2707.76
partial-int_check_ne_bvneg_ltr.smt2;ok;1;0;1;1.25;ok;1;0;1;0.07;mo;0;0;0;2932.37;ok;1;0;1;0.07;ok;1;0;1;1.26;mo;0;0;0;3102.51
partial-int_check_ne_bvneg_rtl.smt2;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0
partial-int_check_ne_bvnot_ltr.smt2;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.08;ok;1;0;1;0.0
partial-int_check_ne_bvnot_rtl.smt2;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0
partial-int_check_ne_bvor_ltr.smt2;to;0;0;0;10800.06;ok;0;0;0;15.81;mo;0;0;0;219.57;ok;0;0;0;16.03;to;0;0;0;10800.05;mo;0;0;0;213.53
partial-int_check_ne_bvor_rtl.smt2;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0
partial-int_check_ne_bvshl0_ltr.smt2;to;0;0;0;10767.89;ok;0;0;0;17.83;mo;0;0;0;3296.88;ok;0;0;0;17.11;to;0;0;0;10767.22;mo;0;0;0;3268.17
partial-int_check_ne_bvshl0_rtl.smt2;ok;1;0;1;0.99;ok;1;0;1;6.35;mo;0;0;0;2684.48;ok;1;0;1;6.43;ok;1;0;1;0.98;mo;0;0;0;2602.58
partial-int_check_ne_bvshl1_ltr.smt2;to;0;0;0;10800.09;ok;0;0;0;707.89;mo;0;0;0;3282.88;to;0;0;0;10800.09;to;0;0;0;10800.08;mo;0;0;0;3180.97
partial-int_check_ne_bvshl1_rtl.smt2;ok;1;0;1;0.0;ok;1;0;1;0.0;mo;0;0;0;2601.12;ok;1;0;1;0.0;ok;1;0;1;0.0;mo;0;0;0;2606.54
partial-int_check_ne_bvudiv0_ltr.smt2;ok;1;0;1;49.57;ok;1;0;1;1.19;mo;0;0;0;3041.01;ok;1;0;1;1.15;ok;1;0;1;50.53;mo;0;0;0;3218.81
partial-int_check_ne_bvudiv0_rtl.smt2;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0
partial-int_check_ne_bvudiv1_ltr.smt2;to;0;0;0;10800.09;ok;0;0;0;16.47;mo;0;0;0;10690.88;ok;0;0;0;16.85;to;0;0;0;10800.01;to;0;0;0;10800.16
partial-int_check_ne_bvudiv1_rtl.smt2;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0
partial-int_check_ne_bvurem0_ltr.smt2;ok;1;0;1;44.78;ok;1;0;1;1.19;mo;0;0;0;2717.98;ok;1;0;1;1.3;ok;1;0;1;44.76;mo;0;0;0;3041.01
partial-int_check_ne_bvurem0_rtl.smt2;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0
partial-int_check_ne_bvurem1_ltr.smt2;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0
partial-int_check_ne_bvurem1_rtl.smt2;ok;1;0;1;1.73;ok;1;0;1;0.3;ok;1;0;1;0.0;ok;1;0;1;0.31;ok;1;0;1;1.83;ok;1;0;1;0.0
partial_ind-int_check_bvsge_bvadd_ltr.smt2;to;0;0;0;10800.09;ok;0;0;0;14.64;mo;0;0;0;3758.54;ok;0;0;0;14.22;to;0;0;0;10800.07;mo;0;0;0;3604.65
partial_ind-int_check_bvsge_bvadd_rtl.smt2;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0
partial_ind-int_check_bvsge_bvand_ltr.smt2;to;0;0;0;10800.05;ok;0;0;0;7.4;mo;0;0;0;3398.33;ok;0;0;0;7.32;to;0;0;0;10800.02;mo;0;0;0;3352.33
partial_ind-int_check_bvsge_bvand_rtl.smt2;to;0;0;0;10800.29;to;0;0;0;10800.11;to;0;0;0;10800.13;to;0;0;0;10800.21;to;0;0;0;10800.17;to;0;0;0;10800.16
partial_ind-int_check_bvsge_bvashr0_ltr.smt2;to;0;0;0;10800.03;ok;0;0;0;4.01;mo;0;0;0;240.83;ok;0;0;0;4.04;to;0;0;0;10800.08;mo;0;0;0;233.56
partial_ind-int_check_bvsge_bvashr0_rtl.smt2;to;0;0;0;10800.19;ok;1;0;1;67.81;mo;0;0;0;2735.7;ok;1;0;1;69.0;to;0;0;0;10800.16;mo;0;0;0;2777.85
partial_ind-int_check_bvsge_bvashr1_ltr.smt2;to;0;0;0;10800.08;ok;0;0;0;10.16;mo;0;0;0;7455.53;ok;0;0;0;10.08;to;0;0;0;10800.04;mo;0;0;0;7288.65
partial_ind-int_check_bvsge_bvashr1_rtl.smt2;ok;1;0;1;126.16;ok;1;0;1;3.61;mo;0;0;0;2758.68;ok;1;0;1;3.72;ok;1;0;1;124.11;mo;0;0;0;2695.49
partial_ind-int_check_bvsge_bvlshr0_ltr.smt2;to;0;0;0;10800.02;ok;0;0;0;14.35;mo;0;0;0;3427.38;ok;0;0;0;14.28;to;0;0;0;10800.09;mo;0;0;0;3531.81
partial_ind-int_check_bvsge_bvlshr0_rtl.smt2;mo;0;0;0;10244.56;mo;0;0;0;10409.35;mo;0;0;0;2670.18;mo;0;0;0;10409.37;to;0;0;0;10800.27;mo;0;0;0;2649.51
partial_ind-int_check_bvsge_bvlshr1_ltr.smt2;to;0;0;0;10800.1;ok;0;0;0;6.79;mo;0;0;0;2218.52;ok;0;0;0;6.96;to;0;0;0;10800.06;mo;0;0;0;2204.94
partial_ind-int_check_bvsge_bvlshr1_rtl.smt2;mo;0;0;0;9742.68;mo;0;0;0;9685.02;mo;0;0;0;2708.76;mo;0;0;0;9691.22;mo;0;0;0;9743.02;mo;0;0;0;2626.34
partial_ind-int_check_bvsge_bvmul_ltr.smt2;to;0;0;0;10800.02;to;0;0;0;10800.11;mo;0;0;0;4018.12;to;0;0;0;10800.08;to;0;0;0;10800.05;mo;0;0;0;3920.73
partial_ind-int_check_bvsge_bvmul_rtl.smt2;mo;0;0;0;8997.27;to;0;0;0;10800.27;mo;0;0;0;3258.46;to;0;0;0;10800.27;mo;0;0;0;9320.21;mo;0;0;0;3151.74
partial_ind-int_check_bvsge_bvneg_ltr.smt2;ok;1;0;1;95.02;ok;1;0;1;1.89;mo;0;0;0;1036.66;ok;1;0;1;1.95;ok;1;0;1;94.67;mo;0;0;0;1048.2
