DIRECTORY;cvc4_cbqi;cvc4_default;cvc4_fmf;cvc4_tplanes;cvc4_tplanes_cbqi;cvc4_tplanes_fmf
BENCHMARK;STAT;SLVD;SAT;UNSAT;CPU[s];STAT;SLVD;SAT;UNSAT;CPU[s];STAT;SLVD;SAT;UNSAT;CPU[s];STAT;SLVD;SAT;UNSAT;CPU[s];STAT;SLVD;SAT;UNSAT;CPU[s];STAT;SLVD;SAT;UNSAT;CPU[s]
partial_ind-int_check_bvslt_bvudiv0_rtl.smt2;mo;0;0;0;1470.23;mo;0;0;0;1439.47;mo;0;0;0;2610.2;mo;0;0;0;1421.33;mo;0;0;0;1461.7;mo;0;0;0;2649.45
partial_ind-int_check_bvslt_bvudiv1_ltr.smt2;to;0;0;0;10750.97;ok;0;0;0;9.87;to;0;0;0;10800.03;ok;0;0;0;10.06;to;0;0;0;10800.02;to;0;0;0;10800.09
partial_ind-int_check_bvslt_bvudiv1_rtl.smt2;mo;0;0;0;1521.58;mo;0;0;0;1508.52;mo;0;0;0;2586.51;mo;0;0;0;1522.82;mo;0;0;0;1575.67;mo;0;0;0;2604.11
partial_ind-int_check_bvslt_bvurem0_ltr.smt2;to;0;0;0;10800.09;ok;0;0;0;3.33;mo;0;0;0;3652.07;ok;0;0;0;3.31;to;0;0;0;10800.03;mo;0;0;0;3714.5
partial_ind-int_check_bvslt_bvurem0_rtl.smt2;mo;0;0;0;2101.59;mo;0;0;0;2048.08;mo;0;0;0;200.78;mo;0;0;0;2132.81;mo;0;0;0;2119.19;mo;0;0;0;200.11
partial_ind-int_check_bvslt_bvurem1_ltr.smt2;ok;1;0;1;152.46;ok;1;0;1;1.3;mo;0;0;0;3583.08;ok;1;0;1;1.18;ok;1;0;1;154.96;mo;0;0;0;3280.54
partial_ind-int_check_bvslt_bvurem1_rtl.smt2;mo;0;0;0;3703.41;mo;0;0;0;1505.96;mo;0;0;0;2646.13;mo;0;0;0;1502.69;mo;0;0;0;3726.16;mo;0;0;0;2731.03
partial_ind-int_check_bvuge_bvadd_ltr.smt2;ok;1;0;1;2.1;ok;1;0;1;0.15;mo;0;0;0;3148.74;ok;1;0;1;0.16;ok;1;0;1;2.07;mo;0;0;0;3473.37
partial_ind-int_check_bvuge_bvadd_rtl.smt2;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0
partial_ind-int_check_bvuge_bvand_ltr.smt2;to;0;0;0;10800.1;ok;0;0;0;0.06;mo;0;0;0;3208.17;ok;0;0;0;0.08;to;0;0;0;10800.04;mo;0;0;0;3139.93
partial_ind-int_check_bvuge_bvand_rtl.smt2;to;0;0;0;10800.13;mo;0;0;0;9141.07;to;0;0;0;10800.14;mo;0;0;0;9372.03;to;0;0;0;10800.19;to;0;0;0;10800.11
partial_ind-int_check_bvuge_bvashr0_ltr.smt2;to;0;0;0;10800.09;to;0;0;0;10800.09;to;0;0;0;10800.26;to;0;0;0;10800.16;to;0;0;0;10800.01;to;0;0;0;10800.28
partial_ind-int_check_bvuge_bvashr0_rtl.smt2;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0
partial_ind-int_check_bvuge_bvashr1_ltr.smt2;to;0;0;0;10800.04;ok;0;0;0;66.77;to;0;0;0;10800.03;ok;0;0;0;64.03;to;0;0;0;10800.08;to;0;0;0;10800.01
partial_ind-int_check_bvuge_bvashr1_rtl.smt2;ok;1;0;1;67.53;ok;1;0;1;4.59;mo;0;0;0;2678.38;ok;1;0;1;4.52;ok;1;0;1;66.5;mo;0;0;0;2580.43
partial_ind-int_check_bvuge_bvlshr0_ltr.smt2;to;0;0;0;10800.04;ok;1;0;1;25.72;mo;0;0;0;3548.14;ok;1;0;1;26.46;to;0;0;0;10800.09;mo;0;0;0;3628.73
partial_ind-int_check_bvuge_bvlshr0_rtl.smt2;to;0;0;0;10800.21;mo;0;0;0;8549.41;mo;0;0;0;2648.13;mo;0;0;0;8158.98;to;0;0;0;10800.2;mo;0;0;0;2699.47
partial_ind-int_check_bvuge_bvlshr1_ltr.smt2;ok;1;0;1;2.3;ok;1;0;1;0.7;to;0;0;0;10800.09;ok;1;0;1;0.67;ok;1;0;1;2.2;to;0;0;0;10800.08
partial_ind-int_check_bvuge_bvlshr1_rtl.smt2;mo;0;0;0;10612.07;mo;0;0;0;10591.44;mo;0;0;0;2621.83;mo;0;0;0;10637.65;mo;0;0;0;10678.54;mo;0;0;0;2643.71
partial_ind-int_check_bvuge_bvmul_ltr.smt2;to;0;0;0;10800.1;ok;0;0;0;0.85;mo;0;0;0;3194.69;ok;0;0;0;0.81;to;0;0;0;10800.05;mo;0;0;0;3362.37
partial_ind-int_check_bvuge_bvmul_rtl.smt2;mo;0;0;0;10085.94;to;0;0;0;10800.11;mo;0;0;0;3442.19;to;0;0;0;10668.2;mo;0;0;0;10007.36;mo;0;0;0;3366.79
partial_ind-int_check_bvuge_bvneg_ltr.smt2;ok;1;0;1;8.75;ok;1;0;1;1.07;to;0;0;0;10800.07;ok;1;0;1;1.11;ok;1;0;1;8.79;to;0;0;0;10765.65
partial_ind-int_check_bvuge_bvneg_rtl.smt2;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0
partial_ind-int_check_bvuge_bvnot_ltr.smt2;ok;1;0;1;0.15;ok;1;0;1;0.07;mo;0;0;0;3197.21;ok;1;0;1;0.08;ok;1;0;1;0.14;mo;0;0;0;3182.68
partial_ind-int_check_bvuge_bvnot_rtl.smt2;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0
partial_ind-int_check_bvuge_bvor_ltr.smt2;to;0;0;0;10800.09;ok;0;0;0;0.07;mo;0;0;0;3346.66;ok;0;0;0;0.07;to;0;0;0;10800.06;mo;0;0;0;3238.87
partial_ind-int_check_bvuge_bvor_rtl.smt2;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0
partial_ind-int_check_bvuge_bvshl0_ltr.smt2;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0
partial_ind-int_check_bvuge_bvshl0_rtl.smt2;to;0;0;0;10800.29;mo;0;0;0;8820.17;mo;0;0;0;2606.57;mo;0;0;0;8635.3;to;0;0;0;10800.12;mo;0;0;0;2628.73
partial_ind-int_check_bvuge_bvshl1_ltr.smt2;to;0;0;0;10800.11;mo;0;0;0;1040.12;mo;0;0;0;257.47;mo;0;0;0;1034.87;to;0;0;0;10800.01;mo;0;0;0;250.78
partial_ind-int_check_bvuge_bvshl1_rtl.smt2;mo;0;0;0;3059.37;mo;0;0;0;1674.15;mo;0;0;0;2637.11;mo;0;0;0;1609.47;mo;0;0;0;3081.02;mo;0;0;0;2641.41
partial_ind-int_check_bvuge_bvudiv0_ltr.smt2;to;0;0;0;10800.01;ok;0;0;0;1.49;mo;0;0;0;3572.43;ok;0;0;0;1.47;to;0;0;0;10800.06;mo;0;0;0;3407.08
partial_ind-int_check_bvuge_bvudiv0_rtl.smt2;to;0;0;0;10800.01;ok;0;0;0;3.41;mo;0;0;0;2939.43;ok;0;0;0;3.42;to;0;0;0;10800.01;mo;0;0;0;2982.75
partial_ind-int_check_bvuge_bvudiv1_ltr.smt2;ok;1;0;1;0.16;ok;1;0;1;0.07;mo;0;0;0;3410.27;ok;1;0;1;0.08;ok;1;0;1;0.09;mo;0;0;0;3281.96
partial_ind-int_check_bvuge_bvudiv1_rtl.smt2;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0
partial_ind-int_check_bvuge_bvurem0_ltr.smt2;ok;1;0;1;40.5;ok;1;0;1;0.81;mo;0;0;0;2090.39;ok;1;0;1;0.83;ok;1;0;1;40.61;mo;0;0;0;2113.01
partial_ind-int_check_bvuge_bvurem0_rtl.smt2;mo;0;0;0;6787.7;to;0;0;0;10800.04;mo;0;0;0;8782.32;to;0;0;0;10800.03;mo;0;0;0;6690.57;mo;0;0;0;8767.67
partial_ind-int_check_bvuge_bvurem1_ltr.smt2;to;0;0;0;10800.03;ok;0;0;0;0.32;to;0;0;0;10800.06;ok;0;0;0;0.25;to;0;0;0;10800.06;to;0;0;0;10800.07
partial_ind-int_check_bvuge_bvurem1_rtl.smt2;mo;0;0;0;2718.8;mo;0;0;0;2566.88;mo;0;0;0;209.54;mo;0;0;0;2490.15;mo;0;0;0;2711.45;mo;0;0;0;207.94
partial_ind-int_check_bvugt_bvadd_ltr.smt2;ok;1;0;1;3.43;ok;1;0;1;0.21;mo;0;0;0;3220.63;ok;1;0;1;0.22;ok;1;0;1;3.39;mo;0;0;0;3346.1
partial_ind-int_check_bvugt_bvadd_rtl.smt2;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0
partial_ind-int_check_bvugt_bvand_ltr.smt2;to;0;0;0;10800.01;ok;0;0;0;0.14;mo;0;0;0;3112.46;ok;0;0;0;0.08;to;0;0;0;10800.03;mo;0;0;0;3148.09
partial_ind-int_check_bvugt_bvand_rtl.smt2;to;0;0;0;10800.11;mo;0;0;0;9158.21;mo;0;0;0;3064.8;mo;0;0;0;9178.62;to;0;0;0;10800.15;mo;0;0;0;2901.84
partial_ind-int_check_bvugt_bvashr0_ltr.smt2;to;0;0;0;10800.1;ok;0;0;0;26.06;mo;0;0;0;4451.15;ok;0;0;0;26.82;to;0;0;0;10800.07;mo;0;0;0;4412.9
partial_ind-int_check_bvugt_bvashr0_rtl.smt2;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.07;ok;1;0;1;0.0
partial_ind-int_check_bvugt_bvashr1_ltr.smt2;to;0;0;0;10800.02;ok;0;0;0;33.0;mo;0;0;0;2398.01;ok;0;0;0;33.42;to;0;0;0;10800.02;mo;0;0;0;2404.7
partial_ind-int_check_bvugt_bvashr1_rtl.smt2;ok;1;0;1;53.68;ok;1;0;1;6.2;ok;1;0;1;6.88;ok;1;0;1;6.28;ok;1;0;1;52.16;ok;1;0;1;6.95
partial_ind-int_check_bvugt_bvlshr0_ltr.smt2;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0
partial_ind-int_check_bvugt_bvlshr0_rtl.smt2;mo;0;0;0;8425.87;mo;0;0;0;8203.98;mo;0;0;0;2762.24;mo;0;0;0;8276.32;mo;0;0;0;8332.06;mo;0;0;0;2758.85
partial_ind-int_check_bvugt_bvlshr1_ltr.smt2;ok;1;0;1;2.92;ok;1;0;1;0.74;to;0;0;0;10791.88;ok;1;0;1;0.73;ok;1;0;1;2.76;to;0;0;0;10800.06
partial_ind-int_check_bvugt_bvlshr1_rtl.smt2;mo;0;0;0;10710.84;mo;0;0;0;10467.46;mo;0;0;0;2670.3;mo;0;0;0;10532.99;mo;0;0;0;10671.15;mo;0;0;0;2641.85
partial_ind-int_check_bvugt_bvmul_ltr.smt2;to;0;0;0;10800.02;ok;0;0;0;0.25;mo;0;0;0;3462.48;ok;0;0;0;0.22;to;0;0;0;10800.09;mo;0;0;0;3215.28
partial_ind-int_check_bvugt_bvmul_rtl.smt2;mo;0;0;0;8785.71;to;0;0;0;10595.81;mo;0;0;0;3127.53;mo;0;0;0;10447.69;mo;0;0;0;8891.37;mo;0;0;0;3074.74
partial_ind-int_check_bvugt_bvneg_ltr.smt2;ok;1;0;1;3.76;ok;1;0;1;0.51;mo;0;0;0;3842.14;ok;1;0;1;0.54;ok;1;0;1;3.82;mo;0;0;0;3767.88
partial_ind-int_check_bvugt_bvneg_rtl.smt2;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0
partial_ind-int_check_bvugt_bvnot_ltr.smt2;ok;1;0;1;0.14;ok;1;0;1;0.08;mo;0;0;0;3580.33;ok;1;0;1;0.07;ok;1;0;1;0.08;mo;0;0;0;3632.46
partial_ind-int_check_bvugt_bvnot_rtl.smt2;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0
partial_ind-int_check_bvugt_bvor_ltr.smt2;to;0;0;0;10800.08;ok;0;0;0;0.17;mo;0;0;0;3747.7;ok;0;0;0;0.18;to;0;0;0;10800.08;mo;0;0;0;3876.66
partial_ind-int_check_bvugt_bvor_rtl.smt2;ok;1;0;1;0.63;ok;1;0;1;0.41;ok;1;0;1;0.0;ok;1;0;1;0.41;ok;1;0;1;0.73;ok;1;0;1;0.0
partial_ind-int_check_bvugt_bvshl0_ltr.smt2;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0
partial_ind-int_check_bvugt_bvshl0_rtl.smt2;to;0;0;0;10800.23;mo;0;0;0;7485.3;mo;0;0;0;2743.82;mo;0;0;0;7274.3;to;0;0;0;10792.26;mo;0;0;0;2670.71
partial_ind-int_check_bvugt_bvshl1_ltr.smt2;to;0;0;0;10800.09;mo;0;0;0;1041.34;mo;0;0;0;257.51;mo;0;0;0;1032.52;to;0;0;0;10800.05;mo;0;0;0;256.43
partial_ind-int_check_bvugt_bvshl1_rtl.smt2;mo;0;0;0;3038.67;mo;0;0;0;1557.93;mo;0;0;0;2646.75;mo;0;0;0;1550.74;mo;0;0;0;2844.48;mo;0;0;0;2642.61
partial_ind-int_check_bvugt_bvudiv0_ltr.smt2;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0
partial_ind-int_check_bvugt_bvudiv0_rtl.smt2;mo;0;0;0;2049.99;mo;0;0;0;4311.32;mo;0;0;0;2555.95;mo;0;0;0;4161.87;mo;0;0;0;2092.56;mo;0;0;0;2637.02
partial_ind-int_check_bvugt_bvudiv1_ltr.smt2;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0
partial_ind-int_check_bvugt_bvudiv1_rtl.smt2;ok;1;0;1;0.52;ok;1;0;1;0.25;ok;1;0;1;0.0;ok;1;0;1;0.25;ok;1;0;1;0.6;ok;1;0;1;0.0
partial_ind-int_check_bvugt_bvurem0_ltr.smt2;ok;1;0;1;316.01;ok;1;0;1;1.66;to;0;0;0;10800.22;ok;1;0;1;1.76;ok;1;0;1;310.83;to;0;0;0;10800.27
partial_ind-int_check_bvugt_bvurem0_rtl.smt2;mo;0;0;0;1444.19;mo;0;0;0;1431.86;mo;0;0;0;2669.45;mo;0;0;0;1413.83;mo;0;0;0;1440.42;mo;0;0;0;2669.3
partial_ind-int_check_bvugt_bvurem1_ltr.smt2;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0
partial_ind-int_check_bvugt_bvurem1_rtl.smt2;mo;0;0;0;1933.32;mo;0;0;0;3417.94;ok;1;0;1;0.07;mo;0;0;0;3396.97;mo;0;0;0;1957.18;ok;1;0;1;0.09
partial_ind-int_check_bvule_bvadd_ltr.smt2;ok;1;0;1;6.04;ok;1;0;1;0.35;to;0;0;0;10800.14;ok;1;0;1;0.32;ok;1;0;1;5.81;mo;0;0;0;8549.04
partial_ind-int_check_bvule_bvadd_rtl.smt2;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0
partial_ind-int_check_bvule_bvand_ltr.smt2;to;0;0;0;10800.02;ok;0;0;0;0.08;mo;0;0;0;3221.74;ok;0;0;0;0.07;to;0;0;0;10800.09;mo;0;0;0;3199.34
partial_ind-int_check_bvule_bvand_rtl.smt2;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0
partial_ind-int_check_bvule_bvashr0_ltr.smt2;ok;1;0;1;238.93;ok;1;0;1;4.67;ok;1;0;1;1.09;ok;1;0;1;4.46;ok;1;0;1;239.16;ok;1;0;1;1.07
partial_ind-int_check_bvule_bvashr0_rtl.smt2;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0
partial_ind-int_check_bvule_bvashr1_ltr.smt2;to;0;0;0;10800.07;ok;0;0;0;19.62;mo;0;0;0;8746.36;ok;0;0;0;18.83;to;0;0;0;10800.02;mo;0;0;0;8399.36
partial_ind-int_check_bvule_bvashr1_rtl.smt2;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0
partial_ind-int_check_bvule_bvlshr0_ltr.smt2;ok;1;0;1;295.49;ok;1;0;1;4.04;ok;1;0;1;1.4;ok;1;0;1;3.98;ok;1;0;1;293.02;ok;1;0;1;1.25
partial_ind-int_check_bvule_bvlshr0_rtl.smt2;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0
partial_ind-int_check_bvule_bvlshr1_ltr.smt2;ok;1;0;1;289.44;ok;1;0;1;4.14;ok;1;0;1;1.26;ok;1;0;1;3.89;ok;1;0;1;287.04;ok;1;0;1;1.26
partial_ind-int_check_bvule_bvlshr1_rtl.smt2;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0
partial_ind-int_check_bvule_bvmul_ltr.smt2;ok;1;0;1;2.16;ok;1;0;1;0.16;ok;1;0;1;0.15;ok;1;0;1;0.17;ok;1;0;1;2.08;ok;1;0;1;0.17
partial_ind-int_check_bvule_bvmul_rtl.smt2;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0
partial_ind-int_check_bvule_bvneg_ltr.smt2;ok;1;0;1;2.21;ok;1;0;1;0.18;ok;1;0;1;0.16;ok;1;0;1;0.18;ok;1;0;1;2.25;ok;1;0;1;0.15
partial_ind-int_check_bvule_bvneg_rtl.smt2;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0
partial_ind-int_check_bvule_bvnot_ltr.smt2;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0
partial_ind-int_check_bvule_bvnot_rtl.smt2;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0
partial_ind-int_check_bvule_bvor_ltr.smt2;to;0;0;0;10800.03;ok;0;0;0;0.09;mo;0;0;0;3218.33;ok;0;0;0;0.08;to;0;0;0;10800.07;mo;0;0;0;3269.5
partial_ind-int_check_bvule_bvor_rtl.smt2;to;0;0;0;10800.1;mo;0;0;0;9261.95;mo;0;0;0;3225.41;mo;0;0;0;9291.23;to;0;0;0;10800.1;mo;0;0;0;3123.21
partial_ind-int_check_bvule_bvshl0_ltr.smt2;ok;1;0;1;2.16;ok;1;0;1;0.19;ok;1;0;1;0.14;ok;1;0;1;0.18;ok;1;0;1;2.02;ok;1;0;1;0.17
partial_ind-int_check_bvule_bvshl0_rtl.smt2;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0
partial_ind-int_check_bvule_bvshl1_ltr.smt2;to;0;0;0;10800.05;ok;0;0;0;1.08;mo;0;0;0;3702.47;ok;0;0;0;0.99;to;0;0;0;10774.62;mo;0;0;0;3720.04
partial_ind-int_check_bvule_bvshl1_rtl.smt2;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0
partial_ind-int_check_bvule_bvudiv0_ltr.smt2;to;0;0;0;10800.03;ok;0;0;0;0.14;mo;0;0;0;3273.57;ok;0;0;0;0.16;to;0;0;0;10800.05;mo;0;0;0;3160.37
partial_ind-int_check_bvule_bvudiv0_rtl.smt2;to;0;0;0;10800.07;ok;0;0;0;3.74;to;0;0;0;10800.15;ok;0;0;0;3.62;to;0;0;0;10800.02;to;0;0;0;10800.15
partial_ind-int_check_bvule_bvudiv1_ltr.smt2;ok;1;0;1;188.41;ok;1;0;1;4.96;mo;0;0;0;3492.34;ok;1;0;1;4.71;ok;1;0;1;190.12;mo;0;0;0;3563.77
partial_ind-int_check_bvule_bvudiv1_rtl.smt2;mo;0;0;0;2904.6;mo;0;0;0;2499.71;to;0;0;0;10800.11;mo;0;0;0;2481.44;mo;0;0;0;2915.97;to;0;0;0;10800.11
partial_ind-int_check_bvule_bvurem0_ltr.smt2;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0
partial_ind-int_check_bvule_bvurem0_rtl.smt2;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0
partial_ind-int_check_bvule_bvurem1_ltr.smt2;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0
partial_ind-int_check_bvule_bvurem1_rtl.smt2;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0
partial_ind-int_check_bvult_bvadd_ltr.smt2;ok;1;0;1;21.28;ok;1;0;1;0.59;mo;0;0;0;168.5;ok;1;0;1;0.63;ok;1;0;1;21.24;to;0;0;0;10800.18
partial_ind-int_check_bvult_bvadd_rtl.smt2;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0
partial_ind-int_check_bvult_bvand_ltr.smt2;to;0;0;0;10800.08;ok;0;0;0;0.06;mo;0;0;0;3196.62;ok;0;0;0;0.08;to;0;0;0;10800.01;mo;0;0;0;3177.69
partial_ind-int_check_bvult_bvand_rtl.smt2;to;0;0;0;10800.15;mo;0;0;0;9996.8;mo;0;0;0;2873.05;mo;0;0;0;9853.21;to;0;0;0;10800.16;mo;0;0;0;2912.19
partial_ind-int_check_bvult_bvashr0_ltr.smt2;ok;1;0;1;330.18;ok;1;0;1;4.48;ok;1;0;1;0.88;ok;1;0;1;4.92;ok;1;0;1;326.4;ok;1;0;1;0.92
partial_ind-int_check_bvult_bvashr0_rtl.smt2;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0
partial_ind-int_check_bvult_bvashr1_ltr.smt2;to;0;0;0;10800.09;ok;0;0;0;3.15;mo;0;0;0;8742.87;ok;0;0;0;3.18;to;0;0;0;10800.06;mo;0;0;0;8719.69
partial_ind-int_check_bvult_bvashr1_rtl.smt2;ok;1;0;1;8.69;ok;1;0;1;1.22;mo;0;0;0;2678.24;ok;1;0;1;1.2;ok;1;0;1;8.74;mo;0;0;0;2648.23
partial_ind-int_check_bvult_bvlshr0_ltr.smt2;ok;1;0;1;647.81;ok;1;0;1;3.55;ok;1;0;1;1.82;ok;1;0;1;3.56;ok;1;0;1;639.08;ok;1;0;1;1.8
partial_ind-int_check_bvult_bvlshr0_rtl.smt2;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0
partial_ind-int_check_bvult_bvlshr1_ltr.smt2;ok;1;0;1;653.57;ok;1;0;1;3.49;ok;1;0;1;1.82;ok;1;0;1;3.67;ok;1;0;1;658.46;ok;1;0;1;1.86
partial_ind-int_check_bvult_bvlshr1_rtl.smt2;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0
partial_ind-int_check_bvult_bvmul_ltr.smt2;ok;1;0;1;2.09;ok;1;0;1;0.18;ok;1;0;1;0.15;ok;1;0;1;0.23;ok;1;0;1;2.15;ok;1;0;1;0.18
partial_ind-int_check_bvult_bvmul_rtl.smt2;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0
partial_ind-int_check_bvult_bvneg_ltr.smt2;ok;1;0;1;2.18;ok;1;0;1;0.15;ok;1;0;1;2.55;ok;1;0;1;0.08;ok;1;0;1;2.19;ok;1;0;1;2.54
partial_ind-int_check_bvult_bvneg_rtl.smt2;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0
partial_ind-int_check_bvult_bvnot_ltr.smt2;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0
partial_ind-int_check_bvult_bvnot_rtl.smt2;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0
partial_ind-int_check_bvult_bvor_ltr.smt2;to;0;0;0;10800.09;ok;0;0;0;0.09;mo;0;0;0;3194.68;ok;0;0;0;0.07;to;0;0;0;10800.02;mo;0;0;0;3278.22
partial_ind-int_check_bvult_bvor_rtl.smt2;to;0;0;0;10800.17;mo;0;0;0;9313.64;mo;0;0;0;3087.66;mo;0;0;0;9509.43;to;0;0;0;10800.16;mo;0;0;0;3138.55
partial_ind-int_check_bvult_bvshl0_ltr.smt2;ok;1;0;1;2.07;ok;1;0;1;0.23;ok;1;0;1;0.16;ok;1;0;1;0.18;ok;1;0;1;2.08;ok;1;0;1;0.17
partial_ind-int_check_bvult_bvshl0_rtl.smt2;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0
partial_ind-int_check_bvult_bvshl1_ltr.smt2;to;0;0;0;10788.45;ok;0;0;0;4.34;mo;0;0;0;8206.36;ok;0;0;0;4.23;to;0;0;0;10800.01;mo;0;0;0;8174.98
partial_ind-int_check_bvult_bvshl1_rtl.smt2;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0
