encoding,config,ic_name,direction,proved
combined,z3,bvuge_bvnot,rtl,yes
combined,z3,bvuge_bvor,ltr,yes
combined,z3,bvuge_bvor,rtl,yes
combined,z3,bvuge_bvshl0,ltr,yes
combined,z3,bvuge_bvshl0,rtl,no
combined,z3,bvuge_bvshl1,ltr,yes
combined,z3,bvuge_bvshl1,rtl,yes
combined,z3,bvuge_bvudiv0,ltr,no
combined,z3,bvuge_bvudiv0,rtl,no
combined,z3,bvuge_bvudiv1,ltr,yes
combined,z3,bvuge_bvudiv1,rtl,yes
combined,z3,bvuge_bvurem0,ltr,no
combined,z3,bvuge_bvurem0,rtl,yes
combined,z3,bvuge_bvurem1,ltr,no
combined,z3,bvuge_bvurem1,rtl,no
combined,z3,bvugt_bvadd,ltr,yes
combined,z3,bvugt_bvadd,rtl,yes
combined,z3,bvugt_bvand,ltr,yes
combined,z3,bvugt_bvand,rtl,yes
combined,z3,bvugt_bvashr0,ltr,no
combined,z3,bvugt_bvashr0,rtl,yes
combined,z3,bvugt_bvashr1,ltr,no
combined,z3,bvugt_bvashr1,rtl,no
combined,z3,bvugt_bvlshr0,ltr,yes
combined,z3,bvugt_bvlshr0,rtl,no
combined,z3,bvugt_bvlshr1,ltr,no
combined,z3,bvugt_bvlshr1,rtl,no
combined,z3,bvugt_bvmul,ltr,no
combined,z3,bvugt_bvmul,rtl,no
combined,z3,bvugt_bvneg,ltr,yes
combined,z3,bvugt_bvneg,rtl,yes
combined,z3,bvugt_bvnot,ltr,yes
combined,z3,bvugt_bvnot,rtl,yes
combined,z3,bvugt_bvor,ltr,yes
combined,z3,bvugt_bvor,rtl,yes
combined,z3,bvugt_bvshl0,ltr,yes
combined,z3,bvugt_bvshl0,rtl,no
combined,z3,bvugt_bvshl1,ltr,yes
combined,z3,bvugt_bvshl1,rtl,yes
combined,z3,bvugt_bvudiv0,ltr,yes
combined,z3,bvugt_bvudiv0,rtl,no
combined,z3,bvugt_bvudiv1,ltr,yes
combined,z3,bvugt_bvudiv1,rtl,no
combined,z3,bvugt_bvurem0,ltr,no
combined,z3,bvugt_bvurem0,rtl,no
combined,z3,bvugt_bvurem1,ltr,yes
combined,z3,bvugt_bvurem1,rtl,no
combined,z3,bvule_bvadd,ltr,yes
combined,z3,bvule_bvadd,rtl,yes
combined,z3,bvule_bvand,ltr,yes
combined,z3,bvule_bvand,rtl,yes
combined,z3,bvule_bvashr0,ltr,no
combined,z3,bvule_bvashr0,rtl,yes
combined,z3,bvule_bvashr1,ltr,no
combined,z3,bvule_bvashr1,rtl,no
combined,z3,bvule_bvlshr0,ltr,yes
combined,z3,bvule_bvlshr0,rtl,yes
combined,z3,bvule_bvlshr1,ltr,yes
combined,z3,bvule_bvlshr1,rtl,yes
combined,z3,bvule_bvmul,ltr,yes
combined,z3,bvule_bvmul,rtl,yes
combined,z3,bvule_bvneg,ltr,yes
combined,z3,bvule_bvneg,rtl,yes
combined,z3,bvule_bvnot,ltr,yes
combined,z3,bvule_bvnot,rtl,yes
combined,z3,bvule_bvor,ltr,yes
combined,z3,bvule_bvor,rtl,yes
combined,z3,bvule_bvshl0,ltr,yes
combined,z3,bvule_bvshl0,rtl,yes
combined,z3,bvule_bvshl1,ltr,yes
combined,z3,bvule_bvshl1,rtl,yes
combined,z3,bvule_bvudiv0,ltr,no
combined,z3,bvule_bvudiv0,rtl,no
combined,z3,bvule_bvudiv1,ltr,no
combined,z3,bvule_bvudiv1,rtl,no
combined,z3,bvule_bvurem0,ltr,yes
combined,z3,bvule_bvurem0,rtl,yes
combined,z3,bvule_bvurem1,ltr,yes
combined,z3,bvule_bvurem1,rtl,yes
combined,z3,bvult_bvadd,ltr,no
combined,z3,bvult_bvadd,rtl,yes
combined,z3,bvult_bvand,ltr,yes
combined,z3,bvult_bvand,rtl,yes
combined,z3,bvult_bvashr0,ltr,no
combined,z3,bvult_bvashr0,rtl,yes
combined,z3,bvult_bvashr1,ltr,no
combined,z3,bvult_bvashr1,rtl,no
combined,z3,bvult_bvlshr0,ltr,yes
combined,z3,bvult_bvlshr0,rtl,yes
combined,z3,bvult_bvlshr1,ltr,yes
combined,z3,bvult_bvlshr1,rtl,yes
combined,z3,bvult_bvmul,ltr,no
combined,z3,bvult_bvmul,rtl,yes
combined,z3,bvult_bvneg,ltr,yes
combined,z3,bvult_bvneg,rtl,yes
combined,z3,bvult_bvnot,ltr,no
combined,z3,bvult_bvnot,rtl,yes
combined,z3,bvult_bvor,ltr,yes
combined,z3,bvult_bvor,rtl,yes
combined,z3,bvult_bvshl0,ltr,no
combined,z3,bvult_bvshl0,rtl,yes
combined,z3,bvult_bvshl1,ltr,yes
combined,z3,bvult_bvshl1,rtl,yes
combined,z3,bvult_bvudiv0,ltr,yes
combined,z3,bvult_bvudiv0,rtl,yes
combined,z3,bvult_bvudiv1,ltr,no
combined,z3,bvult_bvudiv1,rtl,no
combined,z3,bvult_bvurem0,ltr,yes
combined,z3,bvult_bvurem0,rtl,yes
combined,z3,bvult_bvurem1,ltr,yes
combined,z3,bvult_bvurem1,rtl,yes
combined,z3,eq_bvadd,ltr,no
combined,z3,eq_bvadd,rtl,yes
combined,z3,eq_bvand,ltr,yes
combined,z3,eq_bvand,rtl,no
combined,z3,eq_bvashr0,ltr,no
combined,z3,eq_bvashr0,rtl,no
combined,z3,eq_bvashr1,ltr,yes
combined,z3,eq_bvashr1,rtl,no
combined,z3,eq_bvlshr0,ltr,yes
combined,z3,eq_bvlshr0,rtl,no
combined,z3,eq_bvlshr1,ltr,yes
combined,z3,eq_bvlshr1,rtl,no
combined,z3,eq_bvmul,ltr,no
combined,z3,eq_bvmul,rtl,no
combined,z3,eq_bvneg,ltr,no
combined,z3,eq_bvneg,rtl,yes
combined,z3,eq_bvnot,ltr,yes
combined,z3,eq_bvnot,rtl,yes
combined,z3,eq_bvor,ltr,yes
combined,z3,eq_bvor,rtl,no
combined,z3,eq_bvshl0,ltr,yes
combined,z3,eq_bvshl0,rtl,no
combined,z3,eq_bvshl1,ltr,yes
combined,z3,eq_bvshl1,rtl,yes
combined,z3,eq_bvudiv0,ltr,yes
combined,z3,eq_bvudiv0,rtl,no
combined,z3,eq_bvudiv1,ltr,yes
combined,z3,eq_bvudiv1,rtl,no
combined,z3,eq_bvurem0,ltr,no
combined,z3,eq_bvurem0,rtl,no
combined,z3,eq_bvurem1,ltr,no
combined,z3,eq_bvurem1,rtl,no
combined,z3,ne_bvadd,ltr,no
combined,z3,ne_bvadd,rtl,yes
combined,z3,ne_bvand,ltr,yes
combined,z3,ne_bvand,rtl,yes
combined,z3,ne_bvashr0,ltr,no
combined,z3,ne_bvashr0,rtl,yes
combined,z3,ne_bvashr1,ltr,no
combined,z3,ne_bvashr1,rtl,no
combined,z3,ne_bvlshr0,ltr,no
combined,z3,ne_bvlshr0,rtl,no
combined,z3,ne_bvlshr1,ltr,no
combined,z3,ne_bvlshr1,rtl,yes
combined,z3,ne_bvmul,ltr,no
combined,z3,ne_bvmul,rtl,yes
combined,z3,ne_bvneg,ltr,yes
combined,z3,ne_bvneg,rtl,yes
combined,z3,ne_bvnot,ltr,yes
combined,z3,ne_bvnot,rtl,yes
combined,z3,ne_bvor,ltr,yes
combined,z3,ne_bvor,rtl,yes
combined,z3,ne_bvshl0,ltr,no
combined,z3,ne_bvshl0,rtl,yes
combined,z3,ne_bvshl1,ltr,yes
combined,z3,ne_bvshl1,rtl,yes
combined,z3,ne_bvudiv0,ltr,yes
combined,z3,ne_bvudiv0,rtl,yes
combined,z3,ne_bvudiv1,ltr,no
combined,z3,ne_bvudiv1,rtl,yes
combined,z3,ne_bvurem0,ltr,yes
combined,z3,ne_bvurem0,rtl,yes
combined,z3,ne_bvurem1,ltr,yes
combined,z3,ne_bvurem1,rtl,yes
