,encoding,config,ic_name,direction,cond_inv,proved
1299,combined,cvc4,bvult_bvashr0,ltr,no_inv,no
1300,combined,cvc4,bvult_bvashr0,rtl,NA,yes
1301,combined,cvc4,bvult_bvashr1,ltr,inv_d2,yes
1302,combined,cvc4,bvult_bvashr1,ltr,inv_g,yes
1303,combined,cvc4,bvult_bvashr1,ltr,no_inv,no
1304,combined,cvc4,bvult_bvashr1,rtl,NA,yes
1305,combined,cvc4,bvult_bvlshr0,ltr,inv_g,no
1306,combined,cvc4,bvult_bvlshr0,ltr,no_inv,no
1307,combined,cvc4,bvult_bvlshr0,rtl,NA,yes
1308,combined,cvc4,bvult_bvlshr1,ltr,inv_g,no
1309,combined,cvc4,bvult_bvlshr1,ltr,no_inv,yes
1310,combined,cvc4,bvult_bvlshr1,rtl,NA,yes
1311,combined,cvc4,bvult_bvmul,ltr,inv_g,yes
1312,combined,cvc4,bvult_bvmul,ltr,no_inv,no
1313,combined,cvc4,bvult_bvmul,rtl,NA,yes
1314,combined,cvc4,bvult_bvneg,ltr,inv_g,yes
1315,combined,cvc4,bvult_bvneg,ltr,no_inv,no
1316,combined,cvc4,bvult_bvneg,rtl,NA,yes
1317,combined,cvc4,bvult_bvnot,ltr,inv_g,yes
1318,combined,cvc4,bvult_bvnot,ltr,no_inv,yes
1319,combined,cvc4,bvult_bvnot,rtl,NA,yes
1320,combined,cvc4,bvult_bvor,ltr,inv_g,yes
1321,combined,cvc4,bvult_bvor,ltr,no_inv,yes
1322,combined,cvc4,bvult_bvor,rtl,NA,yes
1323,combined,cvc4,bvult_bvshl0,ltr,inv_g,yes
1324,combined,cvc4,bvult_bvshl0,ltr,no_inv,no
1325,combined,cvc4,bvult_bvshl0,rtl,NA,yes
1326,combined,cvc4,bvult_bvshl1,ltr,no_inv,yes
1327,combined,cvc4,bvult_bvshl1,rtl,NA,yes
1328,combined,cvc4,bvult_bvudiv0,ltr,inv_g,yes
1329,combined,cvc4,bvult_bvudiv0,ltr,no_inv,no
1330,combined,cvc4,bvult_bvudiv0,rtl,NA,yes
1331,combined,cvc4,bvult_bvudiv1,ltr,inv_d2,yes
1332,combined,cvc4,bvult_bvudiv1,ltr,inv_g,yes
1333,combined,cvc4,bvult_bvudiv1,ltr,no_inv,no
1334,combined,cvc4,bvult_bvudiv1,rtl,NA,no
1335,combined,cvc4,bvult_bvurem0,ltr,inv_g,yes
1336,combined,cvc4,bvult_bvurem0,ltr,no_inv,no
1337,combined,cvc4,bvult_bvurem0,rtl,NA,yes
1338,combined,cvc4,bvult_bvurem1,ltr,inv_g,yes
1339,combined,cvc4,bvult_bvurem1,ltr,no_inv,no
1340,combined,cvc4,bvult_bvurem1,rtl,NA,yes
1341,combined,cvc4,eq_bvadd,ltr,inv_g,yes
1342,combined,cvc4,eq_bvadd,ltr,no_inv,no
1343,combined,cvc4,eq_bvadd,rtl,NA,yes
1344,combined,cvc4,eq_bvand,ltr,inv_g,yes
1345,combined,cvc4,eq_bvand,ltr,no_inv,yes
1346,combined,cvc4,eq_bvand,rtl,NA,no
1347,combined,cvc4,eq_bvashr0,ltr,no_inv,no
1348,combined,cvc4,eq_bvashr0,rtl,NA,no
1349,combined,cvc4,eq_bvashr1,ltr,no_inv,no
1350,combined,cvc4,eq_bvashr1,rtl,NA,no
1351,combined,cvc4,eq_bvlshr0,ltr,inv_g,yes
1352,combined,cvc4,eq_bvlshr0,ltr,no_inv,no
1353,combined,cvc4,eq_bvlshr0,rtl,NA,no
1354,combined,cvc4,eq_bvlshr1,ltr,no_inv,yes
1355,combined,cvc4,eq_bvlshr1,rtl,NA,yes
1356,combined,cvc4,eq_bvmul,ltr,no_inv,no
1357,combined,cvc4,eq_bvmul,rtl,NA,no
1358,combined,cvc4,eq_bvneg,ltr,inv_g,yes
1359,combined,cvc4,eq_bvneg,ltr,no_inv,no
1360,combined,cvc4,eq_bvneg,rtl,NA,yes
1361,combined,cvc4,eq_bvnot,ltr,inv_g,yes
1362,combined,cvc4,eq_bvnot,ltr,no_inv,yes
1363,combined,cvc4,eq_bvnot,rtl,NA,yes
1364,combined,cvc4,eq_bvor,ltr,inv_g,yes
1365,combined,cvc4,eq_bvor,ltr,no_inv,yes
1366,combined,cvc4,eq_bvor,rtl,NA,no
1367,combined,cvc4,eq_bvshl0,ltr,inv_g,yes
1368,combined,cvc4,eq_bvshl0,ltr,no_inv,no
1369,combined,cvc4,eq_bvshl0,rtl,NA,no
1370,combined,cvc4,eq_bvshl1,ltr,no_inv,no
1371,combined,cvc4,eq_bvshl1,rtl,NA,yes
1372,combined,cvc4,eq_bvudiv0,ltr,inv_g,yes
1373,combined,cvc4,eq_bvudiv0,ltr,no_inv,no
1374,combined,cvc4,eq_bvudiv0,rtl,NA,no
1375,combined,cvc4,eq_bvudiv1,ltr,no_inv,no
1376,combined,cvc4,eq_bvudiv1,rtl,NA,no
1377,combined,cvc4,eq_bvurem0,ltr,inv_g,yes
1378,combined,cvc4,eq_bvurem0,ltr,no_inv,no
1379,combined,cvc4,eq_bvurem0,rtl,NA,yes
1380,combined,cvc4,eq_bvurem1,ltr,inv_g,no
1381,combined,cvc4,eq_bvurem1,ltr,no_inv,no
1382,combined,cvc4,eq_bvurem1,rtl,NA,no
1383,combined,cvc4,ne_bvadd,ltr,inv_g,yes
1384,combined,cvc4,ne_bvadd,ltr,no_inv,no
1385,combined,cvc4,ne_bvadd,rtl,NA,yes
1386,combined,cvc4,ne_bvand,ltr,inv_g,no
1387,combined,cvc4,ne_bvand,ltr,no_inv,yes
1388,combined,cvc4,ne_bvand,rtl,NA,yes
1389,combined,cvc4,ne_bvashr0,ltr,inv_d2,no
1390,combined,cvc4,ne_bvashr0,ltr,inv_g,yes
1391,combined,cvc4,ne_bvashr0,ltr,no_inv,no
1392,combined,cvc4,ne_bvashr0,rtl,NA,yes
1393,combined,cvc4,ne_bvashr1,ltr,inv_g,no
1394,combined,cvc4,ne_bvashr1,ltr,no_inv,no
1395,combined,cvc4,ne_bvashr1,rtl,NA,yes
1396,combined,cvc4,ne_bvlshr0,ltr,inv_g,no
1397,combined,cvc4,ne_bvlshr0,ltr,no_inv,no
1398,combined,cvc4,ne_bvlshr0,rtl,NA,yes
1399,combined,cvc4,ne_bvlshr1,ltr,inv_d2,no
1400,combined,cvc4,ne_bvlshr1,ltr,inv_g,no
1401,combined,cvc4,ne_bvlshr1,ltr,no_inv,yes
1402,combined,cvc4,ne_bvlshr1,rtl,NA,no
1403,combined,cvc4,ne_bvmul,ltr,inv_g,yes
1404,combined,cvc4,ne_bvmul,ltr,no_inv,no
1405,combined,cvc4,ne_bvmul,rtl,NA,yes
1406,combined,cvc4,ne_bvneg,ltr,inv_g,yes
1407,combined,cvc4,ne_bvneg,ltr,no_inv,no
1408,combined,cvc4,ne_bvneg,rtl,NA,yes
1409,combined,cvc4,ne_bvnot,ltr,inv_g,yes
1410,combined,cvc4,ne_bvnot,ltr,no_inv,yes
1411,combined,cvc4,ne_bvnot,rtl,NA,yes
1412,combined,cvc4,ne_bvor,ltr,inv_g,no
1413,combined,cvc4,ne_bvor,ltr,no_inv,yes
1414,combined,cvc4,ne_bvor,rtl,NA,yes
1415,combined,cvc4,ne_bvshl0,ltr,no_inv,no
1416,combined,cvc4,ne_bvshl0,rtl,NA,yes
1417,combined,cvc4,ne_bvshl1,ltr,inv_g,no
1418,combined,cvc4,ne_bvshl1,ltr,no_inv,no
1419,combined,cvc4,ne_bvshl1,rtl,NA,yes
1420,combined,cvc4,ne_bvudiv0,ltr,inv_g,no
1421,combined,cvc4,ne_bvudiv0,ltr,no_inv,no
1422,combined,cvc4,ne_bvudiv0,rtl,NA,yes
1423,combined,cvc4,ne_bvudiv1,ltr,no_inv,no
1424,combined,cvc4,ne_bvudiv1,rtl,NA,yes
1425,combined,cvc4,ne_bvurem0,ltr,inv_g,no
1426,combined,cvc4,ne_bvurem0,ltr,no_inv,no
1427,combined,cvc4,ne_bvurem0,rtl,NA,yes
1428,combined,cvc4,ne_bvurem1,ltr,inv_g,yes
1429,combined,cvc4,ne_bvurem1,ltr,no_inv,no
1430,combined,cvc4,ne_bvurem1,rtl,NA,yes
1431,combined,z3,bvsge_bvadd,ltr,inv_g,no
1432,combined,z3,bvsge_bvadd,ltr,no_inv,no
1433,combined,z3,bvsge_bvadd,rtl,NA,yes
1434,combined,z3,bvsge_bvand,ltr,inv_g,no
1435,combined,z3,bvsge_bvand,ltr,no_inv,yes
1436,combined,z3,bvsge_bvand,rtl,NA,no
1437,combined,z3,bvsge_bvashr0,ltr,inv_g,yes
1438,combined,z3,bvsge_bvashr0,ltr,no_inv,no
1439,combined,z3,bvsge_bvashr0,rtl,NA,no
1440,combined,z3,bvsge_bvashr1,ltr,inv_g,no
1441,combined,z3,bvsge_bvashr1,ltr,no_inv,no
1442,combined,z3,bvsge_bvashr1,rtl,NA,no
1443,combined,z3,bvsge_bvlshr0,ltr,inv_g,no
1444,combined,z3,bvsge_bvlshr0,ltr,no_inv,no
1445,combined,z3,bvsge_bvlshr0,rtl,NA,no
1446,combined,z3,bvsge_bvlshr1,ltr,inv_g,no
1447,combined,z3,bvsge_bvlshr1,ltr,no_inv,no
1448,combined,z3,bvsge_bvlshr1,rtl,NA,no
1449,combined,z3,bvsge_bvmul,ltr,no_inv,no
1450,combined,z3,bvsge_bvmul,rtl,NA,no
1451,combined,z3,bvsge_bvneg,ltr,inv_g,no
1452,combined,z3,bvsge_bvneg,ltr,no_inv,no
1453,combined,z3,bvsge_bvneg,rtl,NA,yes
1454,combined,z3,bvsge_bvnot,ltr,inv_g,yes
1455,combined,z3,bvsge_bvnot,ltr,no_inv,no
1456,combined,z3,bvsge_bvnot,rtl,NA,yes
1457,combined,z3,bvsge_bvor,ltr,inv_g,no
1458,combined,z3,bvsge_bvor,ltr,no_inv,no
1459,combined,z3,bvsge_bvor,rtl,NA,no
1460,combined,z3,bvsge_bvshl0,ltr,inv_g,no
1461,combined,z3,bvsge_bvshl0,ltr,no_inv,no
1462,combined,z3,bvsge_bvshl0,rtl,NA,no
1463,combined,z3,bvsge_bvshl1,ltr,no_inv,yes
1464,combined,z3,bvsge_bvshl1,rtl,NA,yes
1465,combined,z3,bvsge_bvudiv0,ltr,no_inv,yes
1466,combined,z3,bvsge_bvudiv0,rtl,NA,no
1467,combined,z3,bvsge_bvudiv1,ltr,no_inv,no
1468,combined,z3,bvsge_bvudiv1,rtl,NA,no
1469,combined,z3,bvsge_bvurem0,ltr,inv_g,no
1470,combined,z3,bvsge_bvurem0,ltr,no_inv,no
1471,combined,z3,bvsge_bvurem0,rtl,NA,no
1472,combined,z3,bvsge_bvurem1,ltr,inv_g,no
1473,combined,z3,bvsge_bvurem1,ltr,inv_r,no
1474,combined,z3,bvsge_bvurem1,ltr,no_inv,no
1475,combined,z3,bvsge_bvurem1,rtl,NA,no
1476,combined,z3,bvsgt_bvadd,ltr,inv_g,no
1477,combined,z3,bvsgt_bvadd,ltr,no_inv,no
1478,combined,z3,bvsgt_bvadd,rtl,NA,no
1479,combined,z3,bvsgt_bvand,ltr,inv_g,yes
1480,combined,z3,bvsgt_bvand,ltr,no_inv,no
1481,combined,z3,bvsgt_bvand,rtl,NA,no
1482,combined,z3,bvsgt_bvashr0,ltr,inv_g,yes
1483,combined,z3,bvsgt_bvashr0,ltr,no_inv,no
1484,combined,z3,bvsgt_bvashr0,rtl,NA,no
1485,combined,z3,bvsgt_bvashr1,ltr,inv_g,no
1486,combined,z3,bvsgt_bvashr1,ltr,no_inv,no
1487,combined,z3,bvsgt_bvashr1,rtl,NA,no
1488,combined,z3,bvsgt_bvlshr0,ltr,inv_g,yes
1489,combined,z3,bvsgt_bvlshr0,ltr,no_inv,yes
1490,combined,z3,bvsgt_bvlshr0,rtl,NA,no
1491,combined,z3,bvsgt_bvlshr1,ltr,inv_g,no
1492,combined,z3,bvsgt_bvlshr1,ltr,no_inv,no
1493,combined,z3,bvsgt_bvlshr1,rtl,NA,no
1494,combined,z3,bvsgt_bvmul,ltr,no_inv,no
1495,combined,z3,bvsgt_bvmul,rtl,NA,no
1496,combined,z3,bvsgt_bvneg,ltr,inv_g,no
1497,combined,z3,bvsgt_bvneg,ltr,no_inv,no
1498,combined,z3,bvsgt_bvneg,rtl,NA,no
1499,combined,z3,bvsgt_bvnot,ltr,inv_g,no
1500,combined,z3,bvsgt_bvnot,ltr,no_inv,no
1501,combined,z3,bvsgt_bvnot,rtl,NA,no
1502,combined,z3,bvsgt_bvor,ltr,inv_g,no
1503,combined,z3,bvsgt_bvor,ltr,no_inv,no
1504,combined,z3,bvsgt_bvor,rtl,NA,no
1505,combined,z3,bvsgt_bvshl0,ltr,inv_g,no
1506,combined,z3,bvsgt_bvshl0,ltr,no_inv,no
1507,combined,z3,bvsgt_bvshl0,rtl,NA,no
1508,combined,z3,bvsgt_bvshl1,ltr,no_inv,yes
1509,combined,z3,bvsgt_bvshl1,rtl,NA,yes
1510,combined,z3,bvsgt_bvudiv0,ltr,no_inv,yes
1511,combined,z3,bvsgt_bvudiv0,rtl,NA,no
1512,combined,z3,bvsgt_bvudiv1,ltr,no_inv,no
1513,combined,z3,bvsgt_bvudiv1,rtl,NA,no
1514,combined,z3,bvsgt_bvurem0,ltr,inv_g,no
1515,combined,z3,bvsgt_bvurem0,ltr,no_inv,no
1516,combined,z3,bvsgt_bvurem0,rtl,NA,no
1517,combined,z3,bvsgt_bvurem1,ltr,no_inv,no
1518,combined,z3,bvsgt_bvurem1,rtl,NA,no
1519,combined,z3,bvsle_bvadd,ltr,inv_g,no
1520,combined,z3,bvsle_bvadd,ltr,no_inv,no
1521,combined,z3,bvsle_bvadd,rtl,NA,yes
1522,combined,z3,bvsle_bvand,ltr,inv_g,no
1523,combined,z3,bvsle_bvand,ltr,no_inv,no
1524,combined,z3,bvsle_bvand,rtl,NA,no
1525,combined,z3,bvsle_bvashr0,ltr,inv_g,yes
1526,combined,z3,bvsle_bvashr0,ltr,no_inv,no
1527,combined,z3,bvsle_bvashr0,rtl,NA,no
1528,combined,z3,bvsle_bvashr1,ltr,inv_d2,no
1529,combined,z3,bvsle_bvashr1,ltr,inv_g,no
1530,combined,z3,bvsle_bvashr1,ltr,no_inv,no
1531,combined,z3,bvsle_bvashr1,rtl,NA,no
1532,combined,z3,bvsle_bvlshr0,ltr,inv_g,yes
1533,combined,z3,bvsle_bvlshr0,ltr,no_inv,yes
1534,combined,z3,bvsle_bvlshr0,rtl,NA,no
1535,combined,z3,bvsle_bvlshr1,ltr,inv_d2,no
1536,combined,z3,bvsle_bvlshr1,ltr,inv_g,no
1537,combined,z3,bvsle_bvlshr1,ltr,no_inv,no
1538,combined,z3,bvsle_bvlshr1,rtl,NA,no
1539,combined,z3,bvsle_bvmul,ltr,inv_g,no
1540,combined,z3,bvsle_bvmul,ltr,no_inv,no
1541,combined,z3,bvsle_bvmul,rtl,NA,yes
1542,combined,z3,bvsle_bvneg,ltr,inv_g,yes
1543,combined,z3,bvsle_bvneg,ltr,no_inv,no
1544,combined,z3,bvsle_bvneg,rtl,NA,yes
1545,combined,z3,bvsle_bvnot,ltr,inv_g,yes
1546,combined,z3,bvsle_bvnot,ltr,no_inv,no
1547,combined,z3,bvsle_bvnot,rtl,NA,yes
1548,combined,z3,bvsle_bvor,ltr,inv_g,no
1549,combined,z3,bvsle_bvor,ltr,no_inv,no
1550,combined,z3,bvsle_bvor,rtl,NA,no
1551,combined,z3,bvsle_bvshl0,ltr,inv_g,no
1552,combined,z3,bvsle_bvshl0,ltr,no_inv,no
1553,combined,z3,bvsle_bvshl0,rtl,NA,no
1554,combined,z3,bvsle_bvshl1,ltr,no_inv,no
1555,combined,z3,bvsle_bvshl1,rtl,NA,no
1556,combined,z3,bvsle_bvudiv0,ltr,inv_g,no
1557,combined,z3,bvsle_bvudiv0,ltr,no_inv,no
1558,combined,z3,bvsle_bvudiv0,rtl,NA,no
1559,combined,z3,bvsle_bvudiv1,ltr,inv_g,yes
1560,combined,z3,bvsle_bvudiv1,ltr,no_inv,no
1561,combined,z3,bvsle_bvudiv1,rtl,NA,no
1562,combined,z3,bvsle_bvurem0,ltr,inv_g,no
1563,combined,z3,bvsle_bvurem0,ltr,no_inv,no
1564,combined,z3,bvsle_bvurem0,rtl,NA,no
1565,combined,z3,bvsle_bvurem1,ltr,inv_g,no
1566,combined,z3,bvsle_bvurem1,ltr,no_inv,no
1567,combined,z3,bvsle_bvurem1,rtl,NA,no
1568,combined,z3,bvslt_bvadd,ltr,inv_g,no
1569,combined,z3,bvslt_bvadd,ltr,no_inv,no
1570,combined,z3,bvslt_bvadd,rtl,NA,no
1571,combined,z3,bvslt_bvand,ltr,inv_g,no
1572,combined,z3,bvslt_bvand,ltr,no_inv,yes
1573,combined,z3,bvslt_bvand,rtl,NA,no
1574,combined,z3,bvslt_bvashr0,ltr,inv_g,yes
1575,combined,z3,bvslt_bvashr0,ltr,no_inv,no
1576,combined,z3,bvslt_bvashr0,rtl,NA,no
1577,combined,z3,bvslt_bvashr1,ltr,inv_d2,no
1578,combined,z3,bvslt_bvashr1,ltr,inv_g,no
1579,combined,z3,bvslt_bvashr1,ltr,no_inv,no
1580,combined,z3,bvslt_bvashr1,rtl,NA,no
1581,combined,z3,bvslt_bvlshr0,ltr,inv_g,no
1582,combined,z3,bvslt_bvlshr0,ltr,no_inv,yes
1583,combined,z3,bvslt_bvlshr0,rtl,NA,no
1584,combined,z3,bvslt_bvlshr1,ltr,inv_d2,no
1585,combined,z3,bvslt_bvlshr1,ltr,inv_g,no
1586,combined,z3,bvslt_bvlshr1,ltr,no_inv,no
1587,combined,z3,bvslt_bvlshr1,rtl,NA,no
1588,combined,z3,bvslt_bvmul,ltr,inv_g,no
1589,combined,z3,bvslt_bvmul,ltr,no_inv,no
1590,combined,z3,bvslt_bvmul,rtl,NA,no
1591,combined,z3,bvslt_bvneg,ltr,inv_g,no
1592,combined,z3,bvslt_bvneg,ltr,no_inv,no
1593,combined,z3,bvslt_bvneg,rtl,NA,no
1594,combined,z3,bvslt_bvnot,ltr,inv_g,yes
1595,combined,z3,bvslt_bvnot,ltr,no_inv,no
1596,combined,z3,bvslt_bvnot,rtl,NA,no
1597,combined,z3,bvslt_bvor,ltr,inv_g,no
1598,combined,z3,bvslt_bvor,ltr,no_inv,yes
1599,combined,z3,bvslt_bvor,rtl,NA,no
1600,combined,z3,bvslt_bvshl0,ltr,inv_g,yes
1601,combined,z3,bvslt_bvshl0,ltr,no_inv,no
1602,combined,z3,bvslt_bvshl0,rtl,NA,no
1603,combined,z3,bvslt_bvshl1,ltr,no_inv,no
1604,combined,z3,bvslt_bvshl1,rtl,NA,no
1605,combined,z3,bvslt_bvudiv0,ltr,inv_g,no
1606,combined,z3,bvslt_bvudiv0,ltr,no_inv,yes
1607,combined,z3,bvslt_bvudiv0,rtl,NA,no
1608,combined,z3,bvslt_bvudiv1,ltr,inv_g,no
1609,combined,z3,bvslt_bvudiv1,ltr,no_inv,yes
1610,combined,z3,bvslt_bvudiv1,rtl,NA,no
1611,combined,z3,bvslt_bvurem0,ltr,no_inv,no
1612,combined,z3,bvslt_bvurem0,rtl,NA,no
1613,combined,z3,bvslt_bvurem1,ltr,inv_g,no
1614,combined,z3,bvslt_bvurem1,ltr,no_inv,no
1615,combined,z3,bvslt_bvurem1,rtl,NA,no
1616,combined,z3,bvuge_bvadd,ltr,inv_d2,no
1617,combined,z3,bvuge_bvadd,ltr,inv_g,yes
1618,combined,z3,bvuge_bvadd,ltr,no_inv,no
1619,combined,z3,bvuge_bvadd,rtl,NA,yes
1620,combined,z3,bvuge_bvand,ltr,inv_g,yes
1621,combined,z3,bvuge_bvand,ltr,no_inv,yes
1622,combined,z3,bvuge_bvand,rtl,NA,yes
1623,combined,z3,bvuge_bvashr0,ltr,inv_d2,no
1624,combined,z3,bvuge_bvashr0,ltr,inv_g,no
1625,combined,z3,bvuge_bvashr0,ltr,no_inv,no
1626,combined,z3,bvuge_bvashr0,rtl,NA,yes
1627,combined,z3,bvuge_bvashr1,ltr,inv_g,no
1628,combined,z3,bvuge_bvashr1,ltr,no_inv,no
1629,combined,z3,bvuge_bvashr1,rtl,NA,no
1630,combined,z3,bvuge_bvlshr0,ltr,inv_d2,yes
1631,combined,z3,bvuge_bvlshr0,ltr,inv_g,no
1632,combined,z3,bvuge_bvlshr0,ltr,no_inv,yes
1633,combined,z3,bvuge_bvlshr0,rtl,NA,no
1634,combined,z3,bvuge_bvlshr1,ltr,inv_g,yes
1635,combined,z3,bvuge_bvlshr1,ltr,no_inv,no
1636,combined,z3,bvuge_bvlshr1,rtl,NA,no
1637,combined,z3,bvuge_bvmul,ltr,no_inv,no
1638,combined,z3,bvuge_bvmul,rtl,NA,no
1639,combined,z3,bvuge_bvneg,ltr,inv_g,no
1640,combined,z3,bvuge_bvneg,ltr,no_inv,no
1641,combined,z3,bvuge_bvneg,rtl,NA,yes
1642,combined,z3,bvuge_bvnot,ltr,inv_g,yes
1643,combined,z3,bvuge_bvnot,ltr,no_inv,yes
1644,combined,z3,bvuge_bvnot,rtl,NA,yes
1645,combined,z3,bvuge_bvor,ltr,inv_g,yes
1646,combined,z3,bvuge_bvor,ltr,no_inv,yes
1647,combined,z3,bvuge_bvor,rtl,NA,yes
1648,combined,z3,bvuge_bvshl0,ltr,inv_d2,no
1649,combined,z3,bvuge_bvshl0,ltr,inv_g,yes
1650,combined,z3,bvuge_bvshl0,ltr,no_inv,no
1651,combined,z3,bvuge_bvshl0,rtl,NA,no
1652,combined,z3,bvuge_bvshl1,ltr,no_inv,yes
1653,combined,z3,bvuge_bvshl1,rtl,NA,yes
1654,combined,z3,bvuge_bvudiv0,ltr,no_inv,no
1655,combined,z3,bvuge_bvudiv0,rtl,NA,no
1656,combined,z3,bvuge_bvudiv1,ltr,inv_g,yes
1657,combined,z3,bvuge_bvudiv1,ltr,no_inv,yes
1658,combined,z3,bvuge_bvudiv1,rtl,NA,yes
1659,combined,z3,bvuge_bvurem0,ltr,inv_g,no
1660,combined,z3,bvuge_bvurem0,ltr,no_inv,no
1661,combined,z3,bvuge_bvurem0,rtl,NA,yes
1662,combined,z3,bvuge_bvurem1,ltr,inv_g,no
1663,combined,z3,bvuge_bvurem1,ltr,no_inv,no
1664,combined,z3,bvuge_bvurem1,rtl,NA,no
1665,combined,z3,bvugt_bvadd,ltr,inv_d2,no
1666,combined,z3,bvugt_bvadd,ltr,inv_g,yes
1667,combined,z3,bvugt_bvadd,ltr,no_inv,no
1668,combined,z3,bvugt_bvadd,rtl,NA,yes
1669,combined,z3,bvugt_bvand,ltr,inv_g,yes
1670,combined,z3,bvugt_bvand,ltr,no_inv,yes
1671,combined,z3,bvugt_bvand,rtl,NA,yes
1672,combined,z3,bvugt_bvashr0,ltr,inv_d2,no
1673,combined,z3,bvugt_bvashr0,ltr,inv_g,no
1674,combined,z3,bvugt_bvashr0,ltr,no_inv,no
1675,combined,z3,bvugt_bvashr0,rtl,NA,yes
1676,combined,z3,bvugt_bvashr1,ltr,inv_g,no
1677,combined,z3,bvugt_bvashr1,ltr,no_inv,no
1678,combined,z3,bvugt_bvashr1,rtl,NA,no
1679,combined,z3,bvugt_bvlshr0,ltr,inv_d2,no
1680,combined,z3,bvugt_bvlshr0,ltr,inv_g,yes
1681,combined,z3,bvugt_bvlshr0,ltr,no_inv,yes
1682,combined,z3,bvugt_bvlshr0,rtl,NA,no
1683,combined,z3,bvugt_bvlshr1,ltr,inv_g,no
1684,combined,z3,bvugt_bvlshr1,ltr,no_inv,no
1685,combined,z3,bvugt_bvlshr1,rtl,NA,no
1686,combined,z3,bvugt_bvmul,ltr,no_inv,no
1687,combined,z3,bvugt_bvmul,rtl,NA,no
1688,combined,z3,bvugt_bvneg,ltr,inv_g,yes
1689,combined,z3,bvugt_bvneg,ltr,no_inv,no
1690,combined,z3,bvugt_bvneg,rtl,NA,yes
1691,combined,z3,bvugt_bvnot,ltr,inv_g,yes
1692,combined,z3,bvugt_bvnot,ltr,no_inv,yes
1693,combined,z3,bvugt_bvnot,rtl,NA,yes
1694,combined,z3,bvugt_bvor,ltr,inv_d2,no
1695,combined,z3,bvugt_bvor,ltr,inv_g,yes
1696,combined,z3,bvugt_bvor,ltr,no_inv,yes
1697,combined,z3,bvugt_bvor,rtl,NA,yes
1698,combined,z3,bvugt_bvshl0,ltr,inv_d2,no
1699,combined,z3,bvugt_bvshl0,ltr,inv_g,yes
1700,combined,z3,bvugt_bvshl0,ltr,no_inv,no
1701,combined,z3,bvugt_bvshl0,rtl,NA,no
1702,combined,z3,bvugt_bvshl1,ltr,no_inv,yes
1703,combined,z3,bvugt_bvshl1,rtl,NA,yes
1704,combined,z3,bvugt_bvudiv0,ltr,inv_d2,yes
1705,combined,z3,bvugt_bvudiv0,ltr,inv_g,yes
1706,combined,z3,bvugt_bvudiv0,ltr,no_inv,yes
1707,combined,z3,bvugt_bvudiv0,rtl,NA,no
1708,combined,z3,bvugt_bvudiv1,ltr,inv_g,yes
1709,combined,z3,bvugt_bvudiv1,ltr,no_inv,no
1710,combined,z3,bvugt_bvudiv1,rtl,NA,no
1711,combined,z3,bvugt_bvurem0,ltr,inv_d2,no
1712,combined,z3,bvugt_bvurem0,ltr,inv_g,no
1713,combined,z3,bvugt_bvurem0,ltr,no_inv,no
1714,combined,z3,bvugt_bvurem0,rtl,NA,no
1715,combined,z3,bvugt_bvurem1,ltr,inv_g,yes
1716,combined,z3,bvugt_bvurem1,ltr,no_inv,no
1717,combined,z3,bvugt_bvurem1,rtl,NA,no
1718,combined,z3,bvule_bvadd,ltr,inv_d2,no
1719,combined,z3,bvule_bvadd,ltr,inv_g,yes
1720,combined,z3,bvule_bvadd,ltr,no_inv,no
1721,combined,z3,bvule_bvadd,rtl,NA,yes
1722,combined,z3,bvule_bvand,ltr,inv_g,yes
1723,combined,z3,bvule_bvand,ltr,no_inv,yes
1724,combined,z3,bvule_bvand,rtl,NA,yes
1725,combined,z3,bvule_bvashr0,ltr,inv_g,no
1726,combined,z3,bvule_bvashr0,ltr,no_inv,no
1727,combined,z3,bvule_bvashr0,rtl,NA,yes
1728,combined,z3,bvule_bvashr1,ltr,inv_d2,no
1729,combined,z3,bvule_bvashr1,ltr,inv_g,no
1730,combined,z3,bvule_bvashr1,ltr,no_inv,no
1731,combined,z3,bvule_bvashr1,rtl,NA,no
1732,combined,z3,bvule_bvlshr0,ltr,inv_g,yes
1733,combined,z3,bvule_bvlshr0,ltr,no_inv,no
1734,combined,z3,bvule_bvlshr0,rtl,NA,yes
1735,combined,z3,bvule_bvlshr1,ltr,inv_g,yes
1736,combined,z3,bvule_bvlshr1,ltr,no_inv,no
1737,combined,z3,bvule_bvlshr1,rtl,NA,yes
1738,combined,z3,bvule_bvmul,ltr,inv_g,yes
1739,combined,z3,bvule_bvmul,ltr,no_inv,no
1740,combined,z3,bvule_bvmul,rtl,NA,yes
1741,combined,z3,bvule_bvneg,ltr,inv_g,yes
1742,combined,z3,bvule_bvneg,ltr,no_inv,yes
1743,combined,z3,bvule_bvneg,rtl,NA,yes
1744,combined,z3,bvule_bvnot,ltr,inv_g,yes
1745,combined,z3,bvule_bvnot,ltr,no_inv,yes
1746,combined,z3,bvule_bvnot,rtl,NA,yes
1747,combined,z3,bvule_bvor,ltr,inv_g,yes
1748,combined,z3,bvule_bvor,ltr,no_inv,yes
1749,combined,z3,bvule_bvor,rtl,NA,yes
1750,combined,z3,bvule_bvshl0,ltr,inv_g,yes
1751,combined,z3,bvule_bvshl0,ltr,no_inv,no
1752,combined,z3,bvule_bvshl0,rtl,NA,yes
1753,combined,z3,bvule_bvshl1,ltr,no_inv,yes
1754,combined,z3,bvule_bvshl1,rtl,NA,yes
